benchmark,scenario,training_regime,model,variant_name,replay_fraction_per_task,replay_size_per_task,stage_label,stage_index,eval_task,mean_accuracy,std_accuracy,mean_positive_rate,mean_mean_logit,mean_std_logit,n
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct10_replaysize1000,0.1,1000,after_task_2,2,3,0.3593,0.08469843564080744,0.4125,-0.9097772866487505,3.3153959274291993,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct10_replaysize1000,0.1,1000,after_task_3,3,0,0.9567,0.003784838173555121,0.5101,0.9291126132011414,11.76444320678711,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct10_replaysize1000,0.1,1000,after_task_3,3,1,0.9629999999999999,0.0023184046238739348,0.5103,0.3717610120773315,10.673519515991211,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct10_replaysize1000,0.1,1000,after_task_3,3,2,0.9635,0.0029368350311176697,0.4934,0.41798771023750303,9.866915512084962,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct10_replaysize1000,0.1,1000,after_task_3,3,3,0.9574,0.00486569625028118,0.5082,0.5051356986165046,10.911574363708496,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_0,0,0,0.958,0.004756574397610096,0.4962,0.11159577947109937,10.205933570861816,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_0,0,1,0.5065999999999999,0.007205900360121591,0.4347,-1.123820036649704,6.241226768493652,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_0,0,2,0.49399999999999994,0.006062177826491054,0.5341,0.8119266271591188,6.049385929107666,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_0,0,3,0.1447,0.14322779059945034,0.4465,-0.8116557627916337,5.7995270729064945,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_1,1,0,0.9420999999999999,0.010573551910309039,0.5128999999999999,0.9853909373283388,12.52714500427246,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_1,1,1,0.9657,0.0012549900398011135,0.5109999999999999,0.028389674425125112,9.271447563171387,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_1,1,2,0.3679,0.06976155818213928,0.5094,0.9418484449386593,4.933320808410644,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_1,1,3,0.2832,0.12250132652342993,0.45899999999999996,-0.27317183911800386,5.213829803466797,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_2,2,0,0.9378,0.007957700672933056,0.5194,1.0171070456504823,12.444536781311035,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_2,2,1,0.9586,0.0074279876144215514,0.5048999999999999,0.42075682878494264,10.086596870422364,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_2,2,2,0.9659000000000001,0.002534758371127301,0.4952,0.460439658164978,9.560842514038086,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_2,2,3,0.346,0.07592512759291223,0.46980000000000005,-0.8746649742126464,3.347910499572754,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_3,3,0,0.9426,0.007789415895944944,0.5187999999999999,1.1763931155204772,11.943772315979004,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_3,3,1,0.9568999999999999,0.011030639147393037,0.5067999999999999,0.42542324066162107,13.420569801330567,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_3,3,2,0.9586,0.004335896677735764,0.49729999999999996,0.5407950878143312,11.267129707336426,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct2_replaysize200,0.02,200,after_task_3,3,3,0.9593,0.004324349662087987,0.5021,0.4732076346874237,11.254339027404786,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_0,0,0,0.958,0.004756574397610096,0.4962,0.11159577947109937,10.205933570861816,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_0,0,1,0.5065999999999999,0.007205900360121591,0.4347,-1.123820036649704,6.241226768493652,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_0,0,2,0.49399999999999994,0.006062177826491054,0.5341,0.8119266271591188,6.049385929107666,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_0,0,3,0.1447,0.14322779059945034,0.4465,-0.8116557627916337,5.7995270729064945,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_1,1,0,0.9571999999999999,0.0031344856037314552,0.5096,0.7639654874801636,12.416172409057618,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_1,1,1,0.9663999999999999,0.0017102631376486848,0.5113,0.011703030765056622,9.243632507324218,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_1,1,2,0.3509,0.0624193479619901,0.49660000000000004,0.5520227670669555,5.011525058746338,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_1,1,3,0.2844,0.10494843972160804,0.4488,-0.5176221698522567,5.221110153198242,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_2,2,0,0.9536,0.0025099800796022156,0.5117999999999999,0.7749421983957291,12.598850059509278,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_2,2,1,0.9629999999999999,0.003446012188022571,0.5075,0.4776404693722725,9.278638458251953,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_2,2,2,0.9667999999999999,0.001923538406167143,0.49429999999999996,0.8100763149559498,9.56402416229248,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_2,2,3,0.3471,0.07906279150143893,0.4077,-1.021664309501648,3.064509963989258,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_3,3,0,0.9549,0.0029453352950046417,0.5141,1.1898319661617278,12.233243560791015,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_3,3,1,0.9619,0.0052962250707460955,0.5034,0.14639199674129483,11.996903419494629,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_3,3,2,0.9621999999999999,0.0026598872156541023,0.4891,0.6364953998476267,10.510873222351075,5
sdfc,shared_head,sequential,film_full,film_full_shared_head_sequential_tasks4_epochs5_hd128-128_lr1e-03_aplr1_apinit4_temp1_replaypct5_replaysize500,0.05,500,after_task_3,3,3,0.9574999999999999,0.0040620192023179845,0.5069,0.67438182272017,10.981911277770996,5
